Field,Forename,Number of Records
Witness1 Forename,[SP]lana?,1
Witness1 Forename,[ST],1
Witness1 Forename,[ST]. G.,1
Witness1 Forename,[SZ]ebina,1
Witness1 Forename,[S]anel,1
Witness1 Forename,[S_],10
Witness1 Forename,[S_] A,1
Witness1 Forename,[S_] [S_],1
Witness1 Forename,[S_]*,1
Witness1 Forename,[S_].,3
Witness1 Forename,[S_][o_][u_][p_][l_] Cocksedge,1
Witness1 Forename,[S_][t_][p_]h_n,1
Witness1 Forename,[S_][u_][s_]an[n_]_{0,1},1
Witness1 Forename,[S_]a[n_]*,1
Witness1 Forename,[S_]amson,1
Witness1 Forename,[S_]arah,1
Witness1 Forename,[S_]harp,1
Witness1 Forename,[S_]im,1
Witness1 Forename,[S_]n_ James,1
Witness1 Forename,[S_},1
Witness1 Forename,[Saml.],1
Witness1 Forename,[Saml],2
Witness1 Forename,[Samuel],1
Witness1 Forename,[Stack],1
Witness1 Forename,[Stephen],1
Witness1 Forename,[Suana],1
Witness1 Forename,[TF],2
Witness1 Forename,[TF] W,1
Witness1 Forename,[TF] _,1
Witness1 Forename,[TF][wm]s,1
Witness1 Forename,[TH]errand,1
Witness1 Forename,[TJ],6
Witness1 Forename,[TJ] A,1
Witness1 Forename,[TJ]*,3
Witness1 Forename,[TJ][ao]mma[s_],1
Witness1 Forename,[TJ]__,1
Witness1 Forename,[TJ]helnes?,1
Witness1 Forename,[TJ]s,1
Witness1 Forename,[TS],1
Witness1 Forename,[TS] M,1
Witness1 Forename,[TS]og[e_]s,1
Witness1 Forename,[TS]omas,1
Witness1 Forename,[TY].,1
Witness1 Forename,[TZ]ledge,1
Witness1 Forename,[T],1
Witness1 Forename,[T]*,1
Witness1 Forename,[T]*en,1
Witness1 Forename,[T]ohs,1
Witness1 Forename,[T]uypancy,1
Witness1 Forename,[T_],5
Witness1 Forename,[T_] R,1
Witness1 Forename,[T_] [V_],1
Witness1 Forename,[T_]*,3
Witness1 Forename,[T_]. [C_]. E.,1
Witness1 Forename,[T_][H_]*,1
Witness1 Forename,[T_][h_]omas,1
Witness1 Forename,[T_]_yall,1
Witness1 Forename,[T_]_{1,2},1
Witness1 Forename,[T_]amill,1
Witness1 Forename,[T_]ho,1
Witness1 Forename,[T_]hos,1
Witness1 Forename,[T_]ot__ie,1
Witness1 Forename,[T_]ress,1
Witness1 Forename,[U_],2
Witness1 Forename,[V][a]lt,1
Witness1 Forename,[V_] W,1
Witness1 Forename,[V_].,1
Witness1 Forename,[V_]ictor,1
Witness1 Forename,[WG],1
Witness1 Forename,[WH] J,1
Witness1 Forename,[WILLIAM],1
Witness1 Forename,[WM],2
Witness1 Forename,[WN],2
Witness1 Forename,[W],1
Witness1 Forename,[W]*,1
Witness1 Forename,[W][M[attes,1
Witness1 Forename,[W]arriott,1
Witness1 Forename,[W]m,1
Witness1 Forename,[W_.],1
Witness1 Forename,[W_],4
Witness1 Forename,[W_] D,1
Witness1 Forename,[W_] P,2
Witness1 Forename,[W_] [C_],1
Witness1 Forename,[W_] _,1
Witness1 Forename,[W_]*,1
Witness1 Forename,[W_].,3
Witness1 Forename,[W_]. H.,1
Witness1 Forename,[W_]. J.,1
Witness1 Forename,[W_]ellcom,1
Witness1 Forename,[W_]iam,1
Witness1 Forename,[W_]illiam,3
Witness1 Forename,[W_]m,1
Witness1 Forename,[Wil],1
Witness1 Forename,[William],2
Witness1 Forename,[Wm],1
Witness1 Forename,[Z_][ae]bulon,1
Witness1 Forename,[],1
Witness1 Forename,[_J]Oh[_N],1
Witness1 Forename,[_][_]ah,1
Witness1 Forename,[_]chsah,1
Witness1 Forename,[_]ckets,1
Witness1 Forename,[_]ewhem,1
Witness1 Forename,[_]ill*,1
Witness1 Forename,[__]ter,1
Witness1 Forename,[b?],1
Witness1 Forename,[ct]h[ao]s Miller,1
Witness1 Forename,[ec],1
Witness1 Forename,[eliza],1
Witness1 Forename,[fh]_,1
Witness1 Forename,[illegible],2
Witness1 Forename,[jam]es,1
Witness1 Forename,[js],1
Witness1 Forename,[js][ao]*,1
Witness1 Forename,[jt],2
Witness1 Forename,[k_]ate,1
Witness1 Forename,[l_] [d_],1
Witness1 Forename,[l_][a_]tin[a_] C,1
Witness1 Forename,[m_] J,1
Witness1 Forename,[nm]inam,1
Witness1 Forename,[no signatures of groom, bride or witnesses, but is signed by the Rector],1
Witness1 Forename,[sic],1
Witness1 Forename,[sl],1
Witness1 Forename,[wm],2
Witness1 Forename,\Joseph,1
Witness1 Forename,_,128
Witness1 Forename,_ A,6
Witness1 Forename,_ A J,1
Witness1 Forename,_ A W,1
Witness1 Forename,_ Albert,1
Witness1 Forename,_ B,2
Witness1 Forename,_ B. R.,1
Witness1 Forename,_ C,4
Witness1 Forename,_ D,3
Witness1 Forename,_ Doreen,1
Witness1 Forename,_ E,2
Witness1 Forename,_ Edwin,1
Witness1 Forename,_ F,6
Witness1 Forename,_ G,4
Witness1 Forename,_ George,1
Witness1 Forename,_ H,12
Witness1 Forename,_ H.,2
Witness1 Forename,_ H?,1
Witness1 Forename,_ Had_m,1
Witness1 Forename,_ J,4
Witness1 Forename,_ J.,1
Witness1 Forename,_ John,1
Witness1 Forename,_ L,2
Witness1 Forename,_ M,7
Witness1 Forename,_ M.,1
Witness1 Forename,_ O,1
Witness1 Forename,_ Oma,1
Witness1 Forename,_ Ool,1
Witness1 Forename,_ Percy,1
Witness1 Forename,_ R,1
Witness1 Forename,_ S,4
Witness1 Forename,_ S C,1
Witness1 Forename,_ T,2
Witness1 Forename,_ V,,1
Witness1 Forename,_ V. F.,1
Witness1 Forename,_ W,4
Witness1 Forename,_ W R,1
Witness1 Forename,_ W.,1
Witness1 Forename,_ [IJ],1
Witness1 Forename,_ [M_],1
Witness1 Forename,_ _,27
Witness1 Forename,_ _ Tay,1
Witness1 Forename,_ _ W J,1
Witness1 Forename,_ _ _,2
Witness1 Forename,_ _ _ _,3
Witness1 Forename,_ _ _ _ey,1
Witness1 Forename,_ _ __ _ _,1
Witness1 Forename,_ _ _nes,1
Witness1 Forename,_ _ _sand,1
Witness1 Forename,_ _ lb_ _ t _ a _ e,1
Witness1 Forename,_ {4,5} Charles,1
Witness1 Forename,_(4,5)M,1
Witness1 Forename,_(J),1
Witness1 Forename,_(N),1
Witness1 Forename,_.,31
Witness1 Forename,_. A.,1
Witness1 Forename,_. A. J. H.,1
Witness1 Forename,_. E.,2
Witness1 Forename,_. E. V.,1
Witness1 Forename,_. F.,1
Witness1 Forename,_. H.,1
Witness1 Forename,_. J.,2
Witness1 Forename,_. M,2
Witness1 Forename,_. M.,2
Witness1 Forename,_. M. G.,1
Witness1 Forename,_. R.,1
Witness1 Forename,_. S.,1
Witness1 Forename,_. Sommers,1
Witness1 Forename,_. W,,1
Witness1 Forename,_. W.,2
Witness1 Forename,_. _,1
Witness1 Forename,_. _.,2
Witness1 Forename,_.W.,1
Witness1 Forename,_Aird?,1
Witness1 Forename,_E,1
Witness1 Forename,_Heshack,1
Witness1 Forename,_M,1
Witness1 Forename,_[FJ]ster,1
Witness1 Forename,_[JT],1
Witness1 Forename,_[a_][i_][m_][ae],1
Witness1 Forename,_[a_]thil,1
Witness1 Forename,_[ao]*,1
Witness1 Forename,_[u_]chard,1
Witness1 Forename,_[un]ie May,1
Witness1 Forename,__,12
Witness1 Forename,__Eb,1
Witness1 Forename,__IAC,1
Witness1 Forename,___,23
Witness1 Forename,___ G,1
Witness1 Forename,___'d,1
Witness1 Forename,____,26
Witness1 Forename,____ Ebenezer,1
Witness1 Forename,____Iah,1
Witness1 Forename,_____,12
Witness1 Forename,_____Ng,1
Witness1 Forename,______,4
Witness1 Forename,_______,1
Witness1 Forename,_______ G,1
Witness1 Forename,_____e,1
Witness1 Forename,_____et,1
Witness1 Forename,_____h,1
Witness1 Forename,_____nd,1
Witness1 Forename,_____rd,1
Witness1 Forename,_____tta,1
Witness1 Forename,____dall,1
Witness1 Forename,____on,1
Witness1 Forename,____tt,1
Witness1 Forename,___an,1
Witness1 Forename,___an__ Henry,1
Witness1 Forename,___ary,1
Witness1 Forename,___don,1
Witness1 Forename,___esh,1
Witness1 Forename,___ey,1
Witness1 Forename,___ie,1
Witness1 Forename,___ine,1
Witness1 Forename,___kin,1
Witness1 Forename,___mas,1
Witness1 Forename,___mes,1
Witness1 Forename,___oun,1
Witness1 Forename,___sh,1
Witness1 Forename,___ter,1
Witness1 Forename,___tt,1
Witness1 Forename,___ust,1
Witness1 Forename,___y,2
Witness1 Forename,__a__lda,1
Witness1 Forename,__a_yn,1
Witness1 Forename,__aiah,1
Witness1 Forename,__ales,1
Witness1 Forename,__am,1
Witness1 Forename,__angs,1
Witness1 Forename,__arles,1
Witness1 Forename,__ate,1
Witness1 Forename,__ay,1
Witness1 Forename,__by,1
Witness1 Forename,__d.,1
Witness1 Forename,__e Maud,1
Witness1 Forename,__ed,1
Witness1 Forename,__efix,1
Witness1 Forename,__ep__e_i,1
Witness1 Forename,__est,1
Witness1 Forename,__f,1
Witness1 Forename,__hn,1
Witness1 Forename,__i_ia,1
Witness1 Forename,__iel,1
Witness1 Forename,__igson,1
Witness1 Forename,__inadiston,1
Witness1 Forename,__ish,1
Witness1 Forename,__kley,1
Witness1 Forename,__le,1
Witness1 Forename,__ley,1
Witness1 Forename,__lia,1
Witness1 Forename,__ll,1
Witness1 Forename,__mes,1
Witness1 Forename,__nd,1
Witness1 Forename,__nis,1
Witness1 Forename,__nnes,1
Witness1 Forename,__nry,1
Witness1 Forename,__nsard,1
Witness1 Forename,__oom William,1
Witness1 Forename,__os,1
Witness1 Forename,__ov,1
Witness1 Forename,__oy,1
Witness1 Forename,__phiton,1
Witness1 Forename,__raph,1
Witness1 Forename,__rman Harold,1
Witness1 Forename,__th,1
Witness1 Forename,_a*e,1
Witness1 Forename,_a*er,1
Witness1 Forename,_a[bl][e_][y_],1
Witness1 Forename,_a[nm]*,1
Witness1 Forename,_a[nu]l,1
Witness1 Forename,_a_al,1
Witness1 Forename,_a_h,1
Witness1 Forename,_ack Benjamin,1
Witness1 Forename,_acon,1
Witness1 Forename,_ade,1
Witness1 Forename,_aener Laurence,1
Witness1 Forename,_aga*,1
Witness1 Forename,_agar,1
Witness1 Forename,_ahu?,1
Witness1 Forename,_alk,1
Witness1 Forename,_alles,1
Witness1 Forename,_alter Henry,1
Witness1 Forename,_am,2
Witness1 Forename,_am Ayscough,1
Witness1 Forename,_am_,1
Witness1 Forename,_ame*,1
Witness1 Forename,_ames,1
Witness1 Forename,_amia,1
Witness1 Forename,_amnet,1
Witness1 Forename,_amus,1
Witness1 Forename,_an Clark,1
Witness1 Forename,_an_,1
Witness1 Forename,_an__l_,1
Witness1 Forename,_ane,1
Witness1 Forename,_angton,1
Witness1 Forename,_ann,1
Witness1 Forename,_ansen,1
Witness1 Forename,_ar*son,1
Witness1 Forename,_arah,1
Witness1 Forename,_arler,1
Witness1 Forename,_arley,1
Witness1 Forename,_arnlay,1
Witness1 Forename,_aro_nd,1
Witness1 Forename,_arot,1
Witness1 Forename,_arris,1
Witness1 Forename,_arry,1
Witness1 Forename,_arter,1
Witness1 Forename,_ary,1
Witness1 Forename,_aten,1
Witness1 Forename,_ath*,1
Witness1 Forename,_atina,1
Witness1 Forename,_att,2
Witness1 Forename,_au,1
Witness1 Forename,_au___,1
Witness1 Forename,_aul,1
Witness1 Forename,_aw_,1
Witness1 Forename,_bedy,1
Witness1 Forename,_ddit_,1
Witness1 Forename,_ditson,1
Witness1 Forename,_e_ek,1
Witness1 Forename,_e_tent,1
Witness1 Forename,_ea_inght,1
Witness1 Forename,_ealen,1
Witness1 Forename,_eana,1
Witness1 Forename,_eb,1
Witness1 Forename,_ed Richd,1
Witness1 Forename,_ed.t,1
Witness1 Forename,_eleey,1
Witness1 Forename,_em*,1
Witness1 Forename,_en,1
Witness1 Forename,_enry,1
Witness1 Forename,_erigiss,1
Witness1 Forename,_erser*,1
Witness1 Forename,_es* John,1
Witness1 Forename,_esop,1
Witness1 Forename,_esper C,1
Witness1 Forename,_est,1
Witness1 Forename,_et_(2,3)[th]er,1
Witness1 Forename,_ex,1
Witness1 Forename,_h*,1
Witness1 Forename,_h*as,1
Witness1 Forename,_h[oe]nas,1
Witness1 Forename,_h_l,1
Witness1 Forename,_hapam,1
Witness1 Forename,_hi,1
Witness1 Forename,_hillip,1
Witness1 Forename,_hmes,1
Witness1 Forename,_hole King Rou_e,1
Witness1 Forename,_homoe?,1
Witness1 Forename,_homs,1
Witness1 Forename,_hon,1
Witness1 Forename,_hur*,1
Witness1 Forename,_i_n,1
Witness1 Forename,_ill,1
Witness1 Forename,_ilton,1
Witness1 Forename,_inah,1
Witness1 Forename,_iney,1
Witness1 Forename,_innington,1
Witness1 Forename,_ir ick,1
Witness1 Forename,_it*,1
Witness1 Forename,_itan,1
Witness1 Forename,_ithich,1
Witness1 Forename,_l__beth,1
Witness1 Forename,_lar_,1
Witness1 Forename,_leasson,1
Witness1 Forename,_lee,1
Witness1 Forename,_len,1
Witness1 Forename,_lenay,2
Witness1 Forename,_li[ey)_,1
Witness1 Forename,_li__el,1
Witness1 Forename,_llm,1
Witness1 Forename,_lock,1
Witness1 Forename,_m,4
Witness1 Forename,_m.,2
Witness1 Forename,_ml,1
Witness1 Forename,_mr,1
Witness1 Forename,_my,1
Witness1 Forename,_n,1
Witness1 Forename,_n_,1
Witness1 Forename,_nd,1
Witness1 Forename,_ne Gelby,1
Witness1 Forename,_nn,2
Witness1 Forename,_o__h,1
Witness1 Forename,_ob,1
Witness1 Forename,_ogood,1
Witness1 Forename,_ohnlann,1
Witness1 Forename,_oho[nh],1
Witness1 Forename,_oins,1
Witness1 Forename,_ol*[y_],1
Witness1 Forename,_oll,1
Witness1 Forename,_om,2
Witness1 Forename,_omer,1
Witness1 Forename,_on,1
Witness1 Forename,_on_,1
Witness1 Forename,_opton_e,1
Witness1 Forename,_or_,1
Witness1 Forename,_orn[s_][s_]ie,1
Witness1 Forename,_ose* [EF},1
Witness1 Forename,_ose[nh][nh],1
Witness1 Forename,_osg_ _,1
Witness1 Forename,_ovedy,1
Witness1 Forename,_r__,1
Witness1 Forename,_rane,1
Witness1 Forename,_regory,1
Witness1 Forename,_rs,1
Witness1 Forename,_s,1
Witness1 Forename,_s_auld,1
Witness1 Forename,_ucas,1
Witness1 Forename,_udham,1
Witness1 Forename,_ulsey,1
Witness1 Forename,_unon,1
Witness1 Forename,_urham,1
Witness1 Forename,_utt*,1
Witness1 Forename,_{0,1} Jonas,1
Witness1 Forename,_{0,1} [wm],1
Witness1 Forename,_{1,2}.M.,1
Witness1 Forename,_{1,2}_{0,1}a[nr]_[h_],1
Witness1 Forename,_{1,2}osbrick Matthew,1
Witness1 Forename,_{1}oward,1
Witness1 Forename,_{2,3}l[i_]sa,1
Witness1 Forename,_{3} Henry,1
Witness1 Forename,`thomas,1
Witness1 Forename,abednego,1
Witness1 Forename,abel,1
Witness1 Forename,abraham,9
Witness1 Forename,abrm.,3
Witness1 Forename,after Banns,1
Witness1 Forename,agnas,1
Witness1 Forename,albert,1
Witness1 Forename,alex,1
Witness1 Forename,alfred,1
Witness1 Forename,allison,1
Witness1 Forename,amuel,1
Witness1 Forename,ann,9
Witness1 Forename,anne,2
Witness1 Forename,anthony,1
Witness1 Forename,arthur,1
Witness1 Forename,austin,3
Witness1 Forename,b.,3
Witness1 Forename,bENJN,1
Witness1 Forename,bMary,1
Witness1 Forename,bailiff,1
Witness1 Forename,beck,1
Witness1 Forename,benj,2
Witness1 Forename,benjamin,25
Witness1 Forename,benjamin G.,1
Witness1 Forename,benjn.,3
Witness1 Forename,blurry,1
Witness1 Forename,bovt,1
Witness1 Forename,butcher,1
Witness1 Forename,by banns thrice asked,1
Witness1 Forename,by banns thrice asked in both places according to law,1
Witness1 Forename,by licence,1
Witness1 Forename,c,1
Witness1 Forename,caleb,4
Witness1 Forename,caroline,1
Witness1 Forename,catharine,2
Witness1 Forename,catherine,1
Witness1 Forename,chancey,1
Witness1 Forename,chares Henry,1
Witness1 Forename,charles,4
Witness1 Forename,charlotte,1
Witness1 Forename,christ,1
Witness1 Forename,christopher,3
Witness1 Forename,chritopher,1
Witness1 Forename,corneius,1
Witness1 Forename,d.,6
Witness1 Forename,daniel,14
Witness1 Forename,david,238
Witness1 Forename,dennis,2
Witness1 Forename,dina?,1
Witness1 Forename,distroyed,1
Witness1 Forename,e*a_,1
Witness1 Forename,e.,1
Witness1 Forename,eSTHER,1
Witness1 Forename,ebenezer,1
Witness1 Forename,ebenezzer,1
Witness1 Forename,ed,1
Witness1 Forename,edmond,2
Witness1 Forename,edw,1
Witness1 Forename,edward,10
Witness1 Forename,edwd.,1
Witness1 Forename,edwin,1
Witness1 Forename,elenor,1
Witness1 Forename,elizabeth,11
Witness1 Forename,enoch,1
Witness1 Forename,enos,4
Witness1 Forename,esau,1
Witness1 Forename,eustace,1
Witness1 Forename,evan,32
Witness1 Forename,eynon,1
Witness1 Forename,f ?,1
Witness1 Forename,ffrancis,5
Witness1 Forename,finian,1
Witness1 Forename,florence,1
Witness1 Forename,frances,4
Witness1 Forename,francis,1
Witness1 Forename,frankish,1
Witness1 Forename,frederick,1
Witness1 Forename,g,2
Witness1 Forename,gascoyn,1
Witness1 Forename,geo,2
Witness1 Forename,george,28
Witness1 Forename,gordon,1
Witness1 Forename,griffith,12
Witness1 Forename,h.,1
Witness1 Forename,h?,1
Witness1 Forename,hannah,2
Witness1 Forename,harles,2
Witness1 Forename,harry,1
Witness1 Forename,helen,1
Witness1 Forename,henery,2
Witness1 Forename,henry,10
Witness1 Forename,hilary,1
Witness1 Forename,hugh,1
Witness1 Forename,huius Parocha [of this parish],1
Witness1 Forename,ichard,1
Witness1 Forename,illegible,11
Witness1 Forename,illiam Alfred,1
Witness1 Forename,illigible,1
Witness1 Forename,isaac,6
Witness1 Forename,j,2
Witness1 Forename,jAmes,1
Witness1 Forename,jOHN,2
Witness1 Forename,jOSEPH,1
Witness1 Forename,jacob,1
Witness1 Forename,james,74
Witness1 Forename,james Merry,1
Witness1 Forename,jane,1
Witness1 Forename,jeffery,1
Witness1 Forename,jeffrey,1
Witness1 Forename,jenkin,4
Witness1 Forename,jn,6
Witness1 Forename,joan,1
Witness1 Forename,john,280
Witness1 Forename,john B.,1
Witness1 Forename,john Colley,1
Witness1 Forename,john Frederick,1
Witness1 Forename,john david,1
Witness1 Forename,john enoch,1
Witness1 Forename,john james,2
Witness1 Forename,john thomas,1
Witness1 Forename,johnathan,1
Witness1 Forename,jon,1
Witness1 Forename,jonathan,10
Witness1 Forename,jos,1
Witness1 Forename,jos.,1
Witness1 Forename,joseph,12
Witness1 Forename,josiah,1
Witness1 Forename,judith,1
Witness1 Forename,julia,1
Witness1 Forename,l,1
Witness1 Forename,l*,1
Witness1 Forename,l.,2
Witness1 Forename,leah,1
Witness1 Forename,letty,1
Witness1 Forename,levi,2
Witness1 Forename,lewelin,1
Witness1 Forename,lewis,14
Witness1 Forename,lina,1
Witness1 Forename,liver,1
Witness1 Forename,lot,1
Witness1 Forename,louisa,1
Witness1 Forename,lucy,1
Witness1 Forename,m.,2
Witness1 Forename,margaret,2
Witness1 Forename,margaret Sleep,1
Witness1 Forename,mark,1
Witness1 Forename,married at Edinburgh,1
Witness1 Forename,martha,3
Witness1 Forename,mary,18
Witness1 Forename,mathias,4
Witness1 Forename,matthew,1
Witness1 Forename,maurice,1
Witness1 Forename,michael,1
Witness1 Forename,millisent,1
Witness1 Forename,morgan,2
Witness1 Forename,morris,2
Witness1 Forename,nathaniel,1
Witness1 Forename,nicholas,1
Witness1 Forename,no forename,1
Witness1 Forename,no one,1
Witness1 Forename,no witnesses,1
Witness1 Forename,not listed,1
Witness1 Forename,ohn,2
Witness1 Forename,oliver,2
Witness1 Forename,owen,17
Witness1 Forename,p,1
Witness1 Forename,phillip,4
Witness1 Forename,prisslla,2
Witness1 Forename,r Allen,1
Witness1 Forename,rebecca,1
Witness1 Forename,rebekah,1
Witness1 Forename,rees,4
Witness1 Forename,ria,1
Witness1 Forename,rice,2
Witness1 Forename,rich,1
Witness1 Forename,richard,10
Witness1 Forename,rob,1
Witness1 Forename,rob ?,1
Witness1 Forename,robert,12
Witness1 Forename,robt,5
Witness1 Forename,rowland,1
Witness1 Forename,ruth,1
Witness1 Forename,s,1
Witness1 Forename,sam,1
Witness1 Forename,samuel,7
Witness1 Forename,sarah,10
Witness1 Forename,smeared,1
Witness1 Forename,spinster,2
Witness1 Forename,stephen,10
Witness1 Forename,susanna,3
Witness1 Forename,tamar,1
Witness1 Forename,tho,11
Witness1 Forename,thomas,203
Witness1 Forename,thomas G.,1
Witness1 Forename,thomas T.,1
Witness1 Forename,thomas david,1
Witness1 Forename,thomas griffith,1
Witness1 Forename,thos,3
Witness1 Forename,thos.,2
Witness1 Forename,timothy,1
Witness1 Forename,titus,1
Witness1 Forename,tom,2
Witness1 Forename,tommy,1
Witness1 Forename,unk,1
Witness1 Forename,unreadable,2
